route_id,source,destination,vehicle_position,timestamp,available_seats,next_stop,day,time_of_day
3,Lodhi Garden 1,Greater Kailash,"(77.17724084596114, 28.53585934033165)",3,40,Greater Kailash,Day 1,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18714417300474, 28.537973606025098)",4,45,Greater Kailash,Day 1,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19704750004836, 28.540087871718548)",5,44,Greater Kailash,Day 1,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.20695082709196, 28.542202137411994)",6,45,Greater Kailash,Day 1,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.21685415413556, 28.54431640310544)",7,38,Greater Kailash,Day 1,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.22675748117916, 28.546430668798887)",8,46,Greater Kailash,Day 1,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.21967805461914, 28.593110594996222)",0,50,National Rail Museum,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.21489731696613, 28.592119910397287)",1,43,National Rail Museum,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.21011657931312, 28.591129225798355)",2,42,National Rail Museum,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.20533584166012, 28.590138541199423)",3,45,National Rail Museum,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.2005551040071, 28.589147856600487)",4,42,National Rail Museum,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19577436635409, 28.58815717200155)",5,50,National Rail Museum,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19099362870108, 28.58716648740262)",6,39,National Rail Museum,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18621289104807, 28.586175802803687)",7,42,National Rail Museum,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18143215339506, 28.585185118204752)",0,50,The Garden of Five Senses,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18375532193981, 28.574949372448415)",1,47,The Garden of Five Senses,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18607849048456, 28.56471362669208)",2,43,The Garden of Five Senses,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18840165902931, 28.554477880935742)",3,50,The Garden of Five Senses,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19072482757404, 28.544242135179406)",4,41,The Garden of Five Senses,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19304799611879, 28.53400638942307)",5,41,The Garden of Five Senses,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19537116466354, 28.523770643666733)",6,41,The Garden of Five Senses,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19769433320829, 28.513534897910397)",0,47,Vasant Kunj,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19212061449963, 28.51531063628161)",1,45,Vasant Kunj,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18654689579097, 28.517086374652823)",2,50,Vasant Kunj,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18097317708231, 28.518862113024035)",3,50,Vasant Kunj,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.17539945837365, 28.520637851395247)",4,40,Vasant Kunj,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.16982573966497, 28.52241358976646)",5,50,Vasant Kunj,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.16425202095631, 28.524189328137673)",6,42,Vasant Kunj,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.15867830224765, 28.525965066508885)",7,36,Vasant Kunj,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.15310458353899, 28.5277408048801)",8,50,Vasant Kunj,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.14753086483033, 28.52951654325131)",0,47,Greater Kailash,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.15743419187393, 28.531630808944758)",1,38,Greater Kailash,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.16733751891753, 28.533745074638205)",2,39,Greater Kailash,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.17724084596114, 28.53585934033165)",3,40,Greater Kailash,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18714417300474, 28.537973606025098)",4,37,Greater Kailash,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19704750004836, 28.540087871718548)",5,46,Greater Kailash,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.20695082709196, 28.542202137411994)",6,39,Greater Kailash,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.21685415413556, 28.54431640310544)",7,50,Greater Kailash,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.22675748117916, 28.546430668798887)",8,44,Greater Kailash,Day 1,Night
3,Lodhi Garden 1,Greater Kailash,"(77.21967805461914, 28.593110594996222)",0,29,National Rail Museum,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.21489731696613, 28.592119910397287)",1,20,National Rail Museum,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.21011657931312, 28.591129225798355)",2,29,National Rail Museum,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.20533584166012, 28.590138541199423)",3,26,National Rail Museum,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.2005551040071, 28.589147856600487)",4,20,National Rail Museum,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19577436635409, 28.58815717200155)",5,28,National Rail Museum,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19099362870108, 28.58716648740262)",6,29,National Rail Museum,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18621289104807, 28.586175802803687)",7,25,National Rail Museum,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18143215339506, 28.585185118204752)",0,27,The Garden of Five Senses,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18375532193981, 28.574949372448415)",1,27,The Garden of Five Senses,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18607849048456, 28.56471362669208)",2,27,The Garden of Five Senses,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18840165902931, 28.554477880935742)",3,28,The Garden of Five Senses,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19072482757404, 28.544242135179406)",4,19,The Garden of Five Senses,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19304799611879, 28.53400638942307)",5,23,The Garden of Five Senses,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19537116466354, 28.523770643666733)",6,29,The Garden of Five Senses,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19769433320829, 28.513534897910397)",0,19,Vasant Kunj,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19212061449963, 28.51531063628161)",1,23,Vasant Kunj,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18654689579097, 28.517086374652823)",2,25,Vasant Kunj,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18097317708231, 28.518862113024035)",3,26,Vasant Kunj,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.17539945837365, 28.520637851395247)",4,29,Vasant Kunj,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.16982573966497, 28.52241358976646)",5,20,Vasant Kunj,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.16425202095631, 28.524189328137673)",6,22,Vasant Kunj,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.15867830224765, 28.525965066508885)",7,26,Vasant Kunj,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.15310458353899, 28.5277408048801)",8,24,Vasant Kunj,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.14753086483033, 28.52951654325131)",0,24,Greater Kailash,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.15743419187393, 28.531630808944758)",1,18,Greater Kailash,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.16733751891753, 28.533745074638205)",2,24,Greater Kailash,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.17724084596114, 28.53585934033165)",3,22,Greater Kailash,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18714417300474, 28.537973606025098)",4,21,Greater Kailash,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19704750004836, 28.540087871718548)",5,19,Greater Kailash,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.20695082709196, 28.542202137411994)",6,25,Greater Kailash,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.21685415413556, 28.54431640310544)",7,22,Greater Kailash,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.22675748117916, 28.546430668798887)",8,21,Greater Kailash,Day 2,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.21967805461914, 28.593110594996222)",0,48,National Rail Museum,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.21489731696613, 28.592119910397287)",1,47,National Rail Museum,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.21011657931312, 28.591129225798355)",2,40,National Rail Museum,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.20533584166012, 28.590138541199423)",3,47,National Rail Museum,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.2005551040071, 28.589147856600487)",4,40,National Rail Museum,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19577436635409, 28.58815717200155)",5,44,National Rail Museum,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19099362870108, 28.58716648740262)",6,50,National Rail Museum,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18621289104807, 28.586175802803687)",7,50,National Rail Museum,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18143215339506, 28.585185118204752)",0,43,The Garden of Five Senses,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18375532193981, 28.574949372448415)",1,50,The Garden of Five Senses,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18607849048456, 28.56471362669208)",2,45,The Garden of Five Senses,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18840165902931, 28.554477880935742)",3,50,The Garden of Five Senses,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19072482757404, 28.544242135179406)",4,44,The Garden of Five Senses,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19304799611879, 28.53400638942307)",5,45,The Garden of Five Senses,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19537116466354, 28.523770643666733)",6,41,The Garden of Five Senses,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19769433320829, 28.513534897910397)",0,43,Vasant Kunj,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19212061449963, 28.51531063628161)",1,48,Vasant Kunj,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18654689579097, 28.517086374652823)",2,48,Vasant Kunj,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18097317708231, 28.518862113024035)",3,43,Vasant Kunj,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.17539945837365, 28.520637851395247)",4,38,Vasant Kunj,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.16982573966497, 28.52241358976646)",5,48,Vasant Kunj,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.16425202095631, 28.524189328137673)",6,44,Vasant Kunj,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.15867830224765, 28.525965066508885)",7,42,Vasant Kunj,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.15310458353899, 28.5277408048801)",8,45,Vasant Kunj,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.14753086483033, 28.52951654325131)",0,45,Greater Kailash,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.15743419187393, 28.531630808944758)",1,39,Greater Kailash,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.16733751891753, 28.533745074638205)",2,50,Greater Kailash,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.17724084596114, 28.53585934033165)",3,40,Greater Kailash,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18714417300474, 28.537973606025098)",4,45,Greater Kailash,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19704750004836, 28.540087871718548)",5,41,Greater Kailash,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.20695082709196, 28.542202137411994)",6,47,Greater Kailash,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.21685415413556, 28.54431640310544)",7,49,Greater Kailash,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.22675748117916, 28.546430668798887)",8,48,Greater Kailash,Day 2,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.21967805461914, 28.593110594996222)",0,38,National Rail Museum,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.21489731696613, 28.592119910397287)",1,44,National Rail Museum,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.21011657931312, 28.591129225798355)",2,42,National Rail Museum,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.20533584166012, 28.590138541199423)",3,45,National Rail Museum,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.2005551040071, 28.589147856600487)",4,44,National Rail Museum,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19577436635409, 28.58815717200155)",5,46,National Rail Museum,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19099362870108, 28.58716648740262)",6,42,National Rail Museum,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18621289104807, 28.586175802803687)",7,47,National Rail Museum,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18143215339506, 28.585185118204752)",0,43,The Garden of Five Senses,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18375532193981, 28.574949372448415)",1,41,The Garden of Five Senses,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18607849048456, 28.56471362669208)",2,47,The Garden of Five Senses,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18840165902931, 28.554477880935742)",3,42,The Garden of Five Senses,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19072482757404, 28.544242135179406)",4,44,The Garden of Five Senses,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19304799611879, 28.53400638942307)",5,42,The Garden of Five Senses,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19537116466354, 28.523770643666733)",6,37,The Garden of Five Senses,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19769433320829, 28.513534897910397)",0,47,Vasant Kunj,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19212061449963, 28.51531063628161)",1,43,Vasant Kunj,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18654689579097, 28.517086374652823)",2,42,Vasant Kunj,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18097317708231, 28.518862113024035)",3,41,Vasant Kunj,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.17539945837365, 28.520637851395247)",4,43,Vasant Kunj,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.16982573966497, 28.52241358976646)",5,43,Vasant Kunj,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.16425202095631, 28.524189328137673)",6,50,Vasant Kunj,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.15867830224765, 28.525965066508885)",7,49,Vasant Kunj,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.15310458353899, 28.5277408048801)",8,39,Vasant Kunj,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.14753086483033, 28.52951654325131)",0,44,Greater Kailash,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.15743419187393, 28.531630808944758)",1,41,Greater Kailash,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.16733751891753, 28.533745074638205)",2,43,Greater Kailash,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.17724084596114, 28.53585934033165)",3,43,Greater Kailash,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18714417300474, 28.537973606025098)",4,44,Greater Kailash,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19704750004836, 28.540087871718548)",5,42,Greater Kailash,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.20695082709196, 28.542202137411994)",6,46,Greater Kailash,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.21685415413556, 28.54431640310544)",7,47,Greater Kailash,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.22675748117916, 28.546430668798887)",8,48,Greater Kailash,Day 2,Night
3,Lodhi Garden 1,Greater Kailash,"(77.21967805461914, 28.593110594996222)",0,28,National Rail Museum,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.21489731696613, 28.592119910397287)",1,28,National Rail Museum,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.21011657931312, 28.591129225798355)",2,28,National Rail Museum,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.20533584166012, 28.590138541199423)",3,25,National Rail Museum,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.2005551040071, 28.589147856600487)",4,25,National Rail Museum,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19577436635409, 28.58815717200155)",5,25,National Rail Museum,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19099362870108, 28.58716648740262)",6,25,National Rail Museum,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18621289104807, 28.586175802803687)",7,26,National Rail Museum,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18143215339506, 28.585185118204752)",0,25,The Garden of Five Senses,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18375532193981, 28.574949372448415)",1,29,The Garden of Five Senses,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18607849048456, 28.56471362669208)",2,29,The Garden of Five Senses,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18840165902931, 28.554477880935742)",3,24,The Garden of Five Senses,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19072482757404, 28.544242135179406)",4,21,The Garden of Five Senses,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19304799611879, 28.53400638942307)",5,26,The Garden of Five Senses,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19537116466354, 28.523770643666733)",6,19,The Garden of Five Senses,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19769433320829, 28.513534897910397)",0,25,Vasant Kunj,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19212061449963, 28.51531063628161)",1,19,Vasant Kunj,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18654689579097, 28.517086374652823)",2,24,Vasant Kunj,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18097317708231, 28.518862113024035)",3,30,Vasant Kunj,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.17539945837365, 28.520637851395247)",4,24,Vasant Kunj,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.16982573966497, 28.52241358976646)",5,23,Vasant Kunj,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.16425202095631, 28.524189328137673)",6,29,Vasant Kunj,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.15867830224765, 28.525965066508885)",7,21,Vasant Kunj,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.15310458353899, 28.5277408048801)",8,21,Vasant Kunj,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.14753086483033, 28.52951654325131)",0,20,Greater Kailash,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.15743419187393, 28.531630808944758)",1,22,Greater Kailash,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.16733751891753, 28.533745074638205)",2,19,Greater Kailash,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.17724084596114, 28.53585934033165)",3,18,Greater Kailash,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.18714417300474, 28.537973606025098)",4,24,Greater Kailash,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.19704750004836, 28.540087871718548)",5,29,Greater Kailash,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.20695082709196, 28.542202137411994)",6,20,Greater Kailash,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.21685415413556, 28.54431640310544)",7,22,Greater Kailash,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.22675748117916, 28.546430668798887)",8,25,Greater Kailash,Day 3,Afternoon
3,Lodhi Garden 1,Greater Kailash,"(77.21967805461914, 28.593110594996222)",0,46,National Rail Museum,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.21489731696613, 28.592119910397287)",1,48,National Rail Museum,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.21011657931312, 28.591129225798355)",2,47,National Rail Museum,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.20533584166012, 28.590138541199423)",3,50,National Rail Museum,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.2005551040071, 28.589147856600487)",4,43,National Rail Museum,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19577436635409, 28.58815717200155)",5,47,National Rail Museum,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19099362870108, 28.58716648740262)",6,43,National Rail Museum,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18621289104807, 28.586175802803687)",7,46,National Rail Museum,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18143215339506, 28.585185118204752)",0,43,The Garden of Five Senses,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18375532193981, 28.574949372448415)",1,41,The Garden of Five Senses,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18607849048456, 28.56471362669208)",2,45,The Garden of Five Senses,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18840165902931, 28.554477880935742)",3,43,The Garden of Five Senses,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19072482757404, 28.544242135179406)",4,50,The Garden of Five Senses,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19304799611879, 28.53400638942307)",5,38,The Garden of Five Senses,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19537116466354, 28.523770643666733)",6,44,The Garden of Five Senses,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19769433320829, 28.513534897910397)",0,39,Vasant Kunj,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19212061449963, 28.51531063628161)",1,46,Vasant Kunj,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18654689579097, 28.517086374652823)",2,47,Vasant Kunj,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18097317708231, 28.518862113024035)",3,48,Vasant Kunj,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.17539945837365, 28.520637851395247)",4,47,Vasant Kunj,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.16982573966497, 28.52241358976646)",5,47,Vasant Kunj,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.16425202095631, 28.524189328137673)",6,38,Vasant Kunj,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.15867830224765, 28.525965066508885)",7,46,Vasant Kunj,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.15310458353899, 28.5277408048801)",8,45,Vasant Kunj,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.14753086483033, 28.52951654325131)",0,50,Greater Kailash,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.15743419187393, 28.531630808944758)",1,43,Greater Kailash,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.16733751891753, 28.533745074638205)",2,49,Greater Kailash,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.17724084596114, 28.53585934033165)",3,44,Greater Kailash,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.18714417300474, 28.537973606025098)",4,50,Greater Kailash,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.19704750004836, 28.540087871718548)",5,47,Greater Kailash,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.20695082709196, 28.542202137411994)",6,46,Greater Kailash,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.21685415413556, 28.54431640310544)",7,50,Greater Kailash,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.22675748117916, 28.546430668798887)",8,47,Greater Kailash,Day 3,Morning
3,Lodhi Garden 1,Greater Kailash,"(77.21967805461914, 28.593110594996222)",0,42,National Rail Museum,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.21489731696613, 28.592119910397287)",1,41,National Rail Museum,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.21011657931312, 28.591129225798355)",2,50,National Rail Museum,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.20533584166012, 28.590138541199423)",3,41,National Rail Museum,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.2005551040071, 28.589147856600487)",4,48,National Rail Museum,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19577436635409, 28.58815717200155)",5,46,National Rail Museum,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19099362870108, 28.58716648740262)",6,43,National Rail Museum,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18621289104807, 28.586175802803687)",7,41,National Rail Museum,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18143215339506, 28.585185118204752)",0,39,The Garden of Five Senses,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18375532193981, 28.574949372448415)",1,44,The Garden of Five Senses,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18607849048456, 28.56471362669208)",2,45,The Garden of Five Senses,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.18840165902931, 28.554477880935742)",3,38,The Garden of Five Senses,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19072482757404, 28.544242135179406)",4,38,The Garden of Five Senses,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19304799611879, 28.53400638942307)",5,50,The Garden of Five Senses,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19537116466354, 28.523770643666733)",6,48,The Garden of Five Senses,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19769433320829, 28.513534897910397)",0,50,Vasant Kunj,Day 3,Night
3,Lodhi Garden 1,Greater Kailash,"(77.19212061449963, 28.51531063628161)",1,36,Vasant Kunj,Day 3,Night
